order_id,customer_id,level_royalty,country,product_id,product_name,price,delivery_fee,delivery_days,delivery_hours
ORD00958,CUST0057,Bronze,Singapore,PROD007,Leg,43.67,10.91,5,120.0
ORD00960,CUST0099,Platinum,Singapore,PROD007,Leg,43.67,9.85,1,24.0
ORD00971,CUST0219,Gold,Singapore,PROD007,Leg,43.67,12.51,2,48.0
ORD00981,CUST0080,Platinum,Japan,PROD007,Leg,43.67,8.52,1,24.0
ORD00985,CUST0296,Silver,UK,PROD007,Leg,43.67,10.71,5,120.0
ORD01013,CUST0185,Gold,UK,PROD007,Leg,43.67,6.51,1,24.0
ORD01074,CUST0030,Platinum,USA,PROD007,Leg,43.67,11.76,5,120.0
ORD01110,CUST0264,Bronze,Canada,PROD007,Leg,43.67,9.51,2,48.0
ORD01114,CUST0026,Silver,Singapore,PROD007,Leg,43.67,3.65,4,96.0
ORD01131,CUST0285,Gold,Australia,PROD007,Leg,43.67,8.34,7,168.0
ORD01177,CUST0022,Bronze,Vietnam,PROD007,Leg,43.67,10.65,5,120.0
ORD01179,CUST0137,Bronze,Singapore,PROD007,Leg,43.67,10.85,3,72.0
ORD01196,CUST0133,Bronze,Japan,PROD007,Leg,43.67,3.88,1,24.0
ORD01207,CUST0200,Gold,Singapore,PROD007,Leg,43.67,11.27,6,144.0
ORD01329,CUST0186,Bronze,Japan,PROD007,Leg,43.67,9.96,5,120.0
ORD01392,CUST0251,Gold,UK,PROD007,Leg,43.67,11.1,6,144.0
ORD01435,CUST0217,Platinum,UK,PROD007,Leg,43.67,4.92,7,168.0
ORD01499,CUST0263,Platinum,Vietnam,PROD007,Leg,43.67,8.1,5,120.0
ORD01569,CUST0127,Silver,France,PROD007,Leg,43.67,9.2,3,72.0
ORD01813,CUST0046,Platinum,Canada,PROD007,Leg,43.67,9.87,6,144.0
ORD01844,CUST0046,Platinum,Canada,PROD007,Leg,43.67,14.92,4,96.0
ORD01856,CUST0114,Platinum,USA,PROD007,Leg,43.67,3.11,4,96.0
ORD01874,CUST0029,Silver,USA,PROD007,Leg,43.67,14.69,3,72.0
ORD01953,CUST0057,Bronze,Singapore,PROD007,Leg,43.67,3.25,7,168.0
ORD02007,CUST0207,Bronze,Canada,PROD007,Leg,43.67,9.32,6,144.0
ORD02016,CUST0152,Platinum,Japan,PROD007,Leg,43.67,13.64,5,120.0
ORD02065,CUST0258,Silver,Japan,PROD007,Leg,43.67,12.69,5,120.0
ORD02074,CUST0255,Silver,France,PROD007,Leg,43.67,3.18,7,168.0
ORD02089,CUST0239,Bronze,Japan,PROD007,Leg,43.67,5.16,1,24.0
ORD02120,CUST0279,Bronze,Canada,PROD007,Leg,43.67,8.33,6,144.0
ORD02171,CUST0112,Gold,Japan,PROD007,Leg,43.67,6.34,5,120.0
ORD02200,CUST0259,Platinum,UK,PROD007,Leg,43.67,5.63,2,48.0
ORD02225,CUST0049,Gold,Vietnam,PROD007,Leg,43.67,12.65,3,72.0
ORD02289,CUST0119,Platinum,Australia,PROD007,Leg,43.67,4.27,6,144.0
ORD02291,CUST0122,Bronze,Canada,PROD007,Leg,43.67,11.74,2,48.0
ORD02317,CUST0022,Bronze,Vietnam,PROD007,Leg,43.67,8.96,1,24.0
ORD02372,CUST0014,Gold,Canada,PROD007,Leg,43.67,5.54,5,120.0
ORD02405,CUST0161,Silver,Germany,PROD007,Leg,43.67,6.42,3,72.0
ORD02448,CUST0270,Platinum,Canada,PROD007,Leg,43.67,7.78,5,120.0
ORD02454,CUST0078,Platinum,USA,PROD007,Leg,43.67,10.06,6,144.0
ORD02471,CUST0042,Platinum,Germany,PROD007,Leg,43.67,11.39,4,96.0
ORD02511,CUST0280,Platinum,USA,PROD007,Leg,43.67,7.43,1,24.0
ORD02598,CUST0163,Bronze,France,PROD007,Leg,43.67,5.7,2,48.0
ORD02697,CUST0031,Platinum,France,PROD007,Leg,43.67,10.68,1,24.0
ORD02803,CUST0137,Bronze,Singapore,PROD007,Leg,43.67,12.92,7,168.0
ORD02812,CUST0169,Platinum,Vietnam,PROD007,Leg,43.67,14.05,3,72.0
ORD02819,CUST0157,Bronze,France,PROD007,Leg,43.67,4.09,6,144.0
ORD03071,CUST0082,Platinum,France,PROD007,Leg,43.67,7.42,1,24.0
ORD03134,CUST0279,Bronze,Canada,PROD007,Leg,43.67,8.68,4,96.0
ORD03338,CUST0222,Platinum,UK,PROD007,Leg,43.67,9.15,7,168.0
ORD03363,CUST0003,Silver,UK,PROD007,Leg,43.67,3.51,4,96.0
ORD03417,CUST0170,Bronze,Vietnam,PROD007,Leg,43.67,9.04,1,24.0
ORD03522,CUST0109,Silver,UK,PROD007,Leg,43.67,12.21,2,48.0
ORD03580,CUST0206,Bronze,France,PROD007,Leg,43.67,9.54,4,96.0
ORD03590,CUST0129,Bronze,Germany,PROD007,Leg,43.67,8.64,4,96.0
ORD03652,CUST0233,Platinum,UK,PROD007,Leg,43.67,12.93,3,72.0
ORD03766,CUST0246,Gold,Vietnam,PROD007,Leg,43.67,13.04,2,48.0
ORD03772,CUST0230,Silver,France,PROD007,Leg,43.67,10.11,2,48.0
ORD03807,CUST0133,Bronze,Japan,PROD007,Leg,43.67,14.17,7,168.0
ORD03869,CUST0065,Platinum,Japan,PROD007,Leg,43.67,9.95,5,120.0
ORD03929,CUST0246,Gold,Vietnam,PROD007,Leg,43.67,13.08,3,72.0
ORD04022,CUST0167,Gold,Japan,PROD007,Leg,43.67,8.92,1,24.0
ORD04024,CUST0043,Bronze,France,PROD007,Leg,43.67,12.35,4,96.0
ORD04077,CUST0087,Silver,USA,PROD007,Leg,43.67,12.54,6,144.0
ORD04125,CUST0078,Platinum,USA,PROD007,Leg,43.67,9.18,6,144.0
ORD04260,CUST0081,Silver,Vietnam,PROD007,Leg,43.67,14.97,1,24.0
ORD04293,CUST0294,Bronze,UK,PROD007,Leg,43.67,5.45,2,48.0
ORD04356,CUST0005,Platinum,Singapore,PROD007,Leg,43.67,9.99,7,168.0
ORD04395,CUST0268,Bronze,Australia,PROD007,Leg,43.67,10.85,7,168.0
ORD04449,CUST0088,Bronze,UK,PROD007,Leg,43.67,12.89,7,168.0
ORD04499,CUST0169,Platinum,Vietnam,PROD007,Leg,43.67,6.19,7,168.0
ORD04517,CUST0274,Bronze,Australia,PROD007,Leg,43.67,9.03,7,168.0
ORD04562,CUST0140,Silver,France,PROD007,Leg,43.67,5.58,5,120.0
ORD04564,CUST0159,Gold,France,PROD007,Leg,43.67,14.08,6,144.0
ORD04570,CUST0052,Silver,Germany,PROD007,Leg,43.67,12.94,5,120.0
ORD04663,CUST0013,Silver,Korea,PROD007,Leg,43.67,4.06,5,120.0
ORD04894,CUST0175,Gold,Korea,PROD007,Leg,43.67,9.61,5,120.0
ORD05006,CUST0127,Silver,France,PROD007,Leg,43.67,5.4,3,72.0
ORD05030,CUST0208,Silver,Vietnam,PROD007,Leg,43.67,3.62,1,24.0
ORD05104,CUST0210,Gold,USA,PROD007,Leg,43.67,8.04,7,168.0
ORD05134,CUST0295,Silver,Singapore,PROD007,Leg,43.67,11.26,3,72.0
ORD05219,CUST0117,Silver,USA,PROD007,Leg,43.67,11.93,5,120.0
ORD05230,CUST0108,Silver,USA,PROD007,Leg,43.67,14.79,7,168.0
ORD05268,CUST0112,Gold,Japan,PROD007,Leg,43.67,6.95,3,72.0
ORD05414,CUST0200,Gold,Singapore,PROD007,Leg,43.67,7.2,2,48.0
ORD05434,CUST0247,Platinum,Australia,PROD007,Leg,43.67,11.42,7,168.0
ORD05456,CUST0190,Gold,Germany,PROD007,Leg,43.67,14.88,5,120.0
ORD05491,CUST0075,Silver,France,PROD007,Leg,43.67,12.89,2,48.0
ORD05701,CUST0072,Gold,Singapore,PROD007,Leg,43.67,10.01,5,120.0
ORD05767,CUST0288,Bronze,France,PROD007,Leg,43.67,5.52,3,72.0
ORD05799,CUST0122,Bronze,Canada,PROD007,Leg,43.67,6.06,2,48.0
ORD05830,CUST0002,Silver,France,PROD007,Leg,43.67,9.43,2,48.0
ORD05853,CUST0235,Platinum,Australia,PROD007,Leg,43.67,9.53,2,48.0
ORD05871,CUST0297,Bronze,Australia,PROD007,Leg,43.67,9.52,1,24.0
ORD05884,CUST0103,Gold,Canada,PROD007,Leg,43.67,10.16,2,48.0
ORD05886,CUST0213,Gold,Vietnam,PROD007,Leg,43.67,10.16,4,96.0
ORD05902,CUST0176,Bronze,Germany,PROD007,Leg,43.67,12.7,4,96.0
ORD05923,CUST0008,Bronze,UK,PROD007,Leg,43.67,4.2,5,120.0
ORD05967,CUST0230,Silver,France,PROD007,Leg,43.67,7.71,3,72.0
ORD06101,CUST0019,Gold,Germany,PROD007,Leg,43.67,6.95,4,96.0
ORD06217,CUST0177,Silver,Germany,PROD007,Leg,43.67,5.33,7,168.0
ORD06230,CUST0299,Gold,Australia,PROD007,Leg,43.67,12.72,1,24.0
ORD06281,CUST0233,Platinum,UK,PROD007,Leg,43.67,14.15,4,96.0
ORD06395,CUST0031,Platinum,France,PROD007,Leg,43.67,6.99,6,144.0
ORD06420,CUST0262,Gold,Canada,PROD007,Leg,43.67,5.96,2,48.0
ORD06449,CUST0020,Gold,Singapore,PROD007,Leg,43.67,3.94,1,24.0
ORD06478,CUST0103,Gold,Canada,PROD007,Leg,43.67,8.94,4,96.0
ORD06516,CUST0064,Platinum,France,PROD007,Leg,43.67,9.96,7,168.0
ORD06542,CUST0209,Platinum,Germany,PROD007,Leg,43.67,6.87,2,48.0
ORD06551,CUST0271,Silver,Vietnam,PROD007,Leg,43.67,14.18,1,24.0
ORD06665,CUST0152,Platinum,Japan,PROD007,Leg,43.67,7.3,1,24.0
ORD06686,CUST0046,Platinum,Canada,PROD007,Leg,43.67,5.26,6,144.0
ORD06697,CUST0200,Gold,Singapore,PROD007,Leg,43.67,4.4,6,144.0
ORD06830,CUST0056,Platinum,Japan,PROD007,Leg,43.67,4.09,1,24.0
ORD06845,CUST0234,Bronze,Singapore,PROD007,Leg,43.67,11.65,4,96.0
ORD06966,CUST0106,Bronze,USA,PROD007,Leg,43.67,14.51,4,96.0
ORD07003,CUST0137,Bronze,Singapore,PROD007,Leg,43.67,5.77,4,96.0
ORD07057,CUST0242,Platinum,Vietnam,PROD007,Leg,43.67,3.99,7,168.0
ORD07063,CUST0042,Platinum,Germany,PROD007,Leg,43.67,13.28,5,120.0
ORD07110,CUST0107,Gold,Canada,PROD007,Leg,43.67,5.8,1,24.0
ORD07163,CUST0287,Platinum,France,PROD007,Leg,43.67,6.43,1,24.0
ORD07196,CUST0239,Bronze,Japan,PROD007,Leg,43.67,4.11,5,120.0
ORD07214,CUST0205,Silver,Canada,PROD007,Leg,43.67,11.29,1,24.0
ORD07299,CUST0246,Gold,Vietnam,PROD007,Leg,43.67,4.47,7,168.0
ORD07340,CUST0102,Bronze,USA,PROD007,Leg,43.67,12.16,2,48.0
ORD07560,CUST0220,Bronze,Canada,PROD007,Leg,43.67,12.62,1,24.0
ORD07589,CUST0162,Platinum,France,PROD007,Leg,43.67,10.28,1,24.0
ORD07601,CUST0271,Silver,Vietnam,PROD007,Leg,43.67,7.54,4,96.0
ORD07718,CUST0014,Gold,Canada,PROD007,Leg,43.67,5.29,1,24.0
ORD07777,CUST0273,Platinum,France,PROD007,Leg,43.67,12.61,5,120.0
ORD07787,CUST0067,Silver,Vietnam,PROD007,Leg,43.67,7.94,1,24.0
ORD07808,CUST0292,Bronze,USA,PROD007,Leg,43.67,14.81,7,168.0
ORD07901,CUST0199,Silver,France,PROD007,Leg,43.67,7.9,4,96.0
ORD07946,CUST0174,Silver,Canada,PROD007,Leg,43.67,13.94,5,120.0
ORD07981,CUST0194,Bronze,France,PROD007,Leg,43.67,6.34,7,168.0
ORD07991,CUST0129,Bronze,Germany,PROD007,Leg,43.67,11.81,6,144.0
ORD08024,CUST0202,Platinum,Singapore,PROD007,Leg,43.67,3.9,3,72.0
ORD08061,CUST0248,Platinum,Vietnam,PROD007,Leg,43.67,9.69,6,144.0
ORD08144,CUST0121,Silver,Korea,PROD007,Leg,43.67,5.97,5,120.0
ORD08151,CUST0297,Bronze,Australia,PROD007,Leg,43.67,4.82,3,72.0
ORD08209,CUST0064,Platinum,France,PROD007,Leg,43.67,14.39,7,168.0
ORD08296,CUST0147,Silver,USA,PROD007,Leg,43.67,3.28,5,120.0
ORD08371,CUST0128,Bronze,Korea,PROD007,Leg,43.67,4.17,4,96.0
ORD08478,CUST0142,Platinum,France,PROD007,Leg,43.67,4.29,2,48.0
ORD08616,CUST0291,Silver,Germany,PROD007,Leg,43.67,3.86,6,144.0
ORD08646,CUST0198,Bronze,Korea,PROD007,Leg,43.67,14.15,7,168.0
ORD08692,CUST0240,Platinum,USA,PROD007,Leg,43.67,8.16,4,96.0
ORD08736,CUST0002,Silver,France,PROD007,Leg,43.67,9.34,3,72.0
ORD08751,CUST0036,Silver,Vietnam,PROD007,Leg,43.67,11.42,4,96.0
ORD08771,CUST0212,Gold,USA,PROD007,Leg,43.67,11.03,2,48.0
ORD08943,CUST0241,Silver,UK,PROD007,Leg,43.67,5.26,2,48.0
ORD09020,CUST0288,Bronze,France,PROD007,Leg,43.67,13.72,2,48.0
ORD09022,CUST0282,Bronze,Japan,PROD007,Leg,43.67,3.66,3,72.0
ORD09025,CUST0216,Silver,Vietnam,PROD007,Leg,43.67,8.3,2,48.0
ORD09031,CUST0254,Bronze,Australia,PROD007,Leg,43.67,3.44,4,96.0
ORD09070,CUST0106,Bronze,USA,PROD007,Leg,43.67,8.4,4,96.0
ORD09084,CUST0173,Silver,Germany,PROD007,Leg,43.67,12.38,6,144.0
ORD09157,CUST0059,Platinum,Singapore,PROD007,Leg,43.67,4.51,6,144.0
ORD09171,CUST0179,Platinum,Germany,PROD007,Leg,43.67,11.42,6,144.0
ORD09224,CUST0054,Bronze,USA,PROD007,Leg,43.67,13.66,6,144.0
ORD09238,CUST0191,Silver,UK,PROD007,Leg,43.67,5.78,5,120.0
ORD09299,CUST0124,Gold,Australia,PROD007,Leg,43.67,14.28,3,72.0
ORD09410,CUST0003,Silver,UK,PROD007,Leg,43.67,13.57,6,144.0
ORD09463,CUST0296,Silver,UK,PROD007,Leg,43.67,11.24,2,48.0
ORD09531,CUST0123,Gold,Canada,PROD007,Leg,43.67,9.84,6,144.0
ORD09544,CUST0071,Bronze,Japan,PROD007,Leg,43.67,9.76,1,24.0
ORD09585,CUST0134,Bronze,Singapore,PROD007,Leg,43.67,9.2,2,48.0
ORD09666,CUST0181,Silver,UK,PROD007,Leg,43.67,10.24,3,72.0
ORD09668,CUST0253,Gold,UK,PROD007,Leg,43.67,10.71,3,72.0
ORD09775,CUST0190,Gold,Germany,PROD007,Leg,43.67,10.47,2,48.0
ORD09848,CUST0116,Bronze,Korea,PROD007,Leg,43.67,3.22,1,24.0
ORD09878,CUST0031,Platinum,France,PROD007,Leg,43.67,4.27,5,120.0
ORD09880,CUST0179,Platinum,Germany,PROD007,Leg,43.67,9.27,5,120.0
ORD09885,CUST0206,Bronze,France,PROD007,Leg,43.67,10.77,4,96.0
ORD00005,CUST0245,Platinum,Japan,PROD008,Would,166.96,3.78,7,168.0
ORD00035,CUST0237,Platinum,Canada,PROD008,Would,166.96,12.99,6,144.0
ORD00116,CUST0189,Platinum,UK,PROD008,Would,166.96,6.34,7,168.0
ORD00127,CUST0263,Platinum,Vietnam,PROD008,Would,166.96,8.16,3,72.0
ORD00186,CUST0217,Platinum,UK,PROD008,Would,166.96,6.46,7,168.0
ORD00188,CUST0033,Gold,Germany,PROD008,Would,166.96,13.86,7,168.0
ORD00232,CUST0029,Silver,USA,PROD008,Would,166.96,4.84,5,120.0
ORD00313,CUST0289,Bronze,Australia,PROD008,Would,166.96,12.95,1,24.0
ORD00406,CUST0187,Bronze,Canada,PROD008,Would,166.96,5.4,5,120.0
ORD00503,CUST0090,Silver,Singapore,PROD008,Would,166.96,11.49,1,24.0
ORD00540,CUST0072,Gold,Singapore,PROD008,Would,166.96,3.74,1,24.0
ORD00603,CUST0076,Silver,Korea,PROD008,Would,166.96,8.39,7,168.0
ORD00654,CUST0257,Bronze,Germany,PROD008,Would,166.96,11.17,7,168.0
ORD00782,CUST0100,Platinum,UK,PROD008,Would,166.96,11.05,2,48.0
ORD00864,CUST0247,Platinum,Australia,PROD008,Would,166.96,3.81,3,72.0
ORD01004,CUST0044,Gold,UK,PROD008,Would,166.96,3.65,6,144.0
ORD01060,CUST0093,Silver,Korea,PROD008,Would,166.96,14.53,2,48.0
ORD01080,CUST0001,Bronze,USA,PROD008,Would,166.96,8.58,1,24.0
ORD01141,CUST0184,Platinum,Germany,PROD008,Would,166.96,6.39,7,168.0
ORD01188,CUST0095,Bronze,Germany,PROD008,Would,166.96,5.21,6,144.0
ORD01202,CUST0247,Platinum,Australia,PROD008,Would,166.96,9.42,5,120.0
ORD01218,CUST0055,Silver,USA,PROD008,Would,166.96,10.14,4,96.0
ORD01274,CUST0270,Platinum,Canada,PROD008,Would,166.96,11.52,4,96.0
ORD01293,CUST0155,Gold,Vietnam,PROD008,Would,166.96,7.85,1,24.0
ORD01317,CUST0242,Platinum,Vietnam,PROD008,Would,166.96,10.99,6,144.0
ORD01361,CUST0044,Gold,UK,PROD008,Would,166.96,7.74,2,48.0
ORD01388,CUST0157,Bronze,France,PROD008,Would,166.96,5.04,3,72.0
ORD01450,CUST0254,Bronze,Australia,PROD008,Would,166.96,11.56,2,48.0
ORD01473,CUST0076,Silver,Korea,PROD008,Would,166.96,4.12,3,72.0
ORD01507,CUST0203,Gold,Germany,PROD008,Would,166.96,5.06,1,24.0
ORD01533,CUST0117,Silver,USA,PROD008,Would,166.96,5.69,5,120.0
ORD01584,CUST0002,Silver,France,PROD008,Would,166.96,7.18,5,120.0
ORD01631,CUST0005,Platinum,Singapore,PROD008,Would,166.96,7.45,4,96.0
ORD01636,CUST0203,Gold,Germany,PROD008,Would,166.96,6.33,7,168.0
ORD01875,CUST0027,Bronze,USA,PROD008,Would,166.96,10.8,5,120.0
ORD01950,CUST0137,Bronze,Singapore,PROD008,Would,166.96,8.87,4,96.0
ORD01989,CUST0283,Platinum,France,PROD008,Would,166.96,5.69,2,48.0
ORD02015,CUST0279,Bronze,Canada,PROD008,Would,166.96,12.9,1,24.0
ORD02020,CUST0087,Silver,USA,PROD008,Would,166.96,4.22,2,48.0
ORD02040,CUST0071,Bronze,Japan,PROD008,Would,166.96,11.45,6,144.0
ORD02080,CUST0072,Gold,Singapore,PROD008,Would,166.96,8.86,5,120.0
ORD02092,CUST0244,Platinum,USA,PROD008,Would,166.96,8.45,3,72.0
ORD02115,CUST0172,Bronze,Japan,PROD008,Would,166.96,8.51,2,48.0
ORD02133,CUST0259,Platinum,UK,PROD008,Would,166.96,9.92,6,144.0
ORD02142,CUST0053,Platinum,Japan,PROD008,Would,166.96,14.13,4,96.0
ORD02223,CUST0242,Platinum,Vietnam,PROD008,Would,166.96,12.83,1,24.0
ORD02229,CUST0248,Platinum,Vietnam,PROD008,Would,166.96,11.23,3,72.0
ORD02267,CUST0103,Gold,Canada,PROD008,Would,166.96,3.0,1,24.0
ORD02305,CUST0052,Silver,Germany,PROD008,Would,166.96,5.77,4,96.0
ORD02323,CUST0225,Silver,Australia,PROD008,Would,166.96,14.79,5,120.0
ORD02339,CUST0233,Platinum,UK,PROD008,Would,166.96,8.99,1,24.0
ORD02393,CUST0151,Gold,Germany,PROD008,Would,166.96,13.77,3,72.0
ORD02413,CUST0152,Platinum,Japan,PROD008,Would,166.96,11.48,6,144.0
ORD02473,CUST0225,Silver,Australia,PROD008,Would,166.96,13.63,1,24.0
ORD02574,CUST0187,Bronze,Canada,PROD008,Would,166.96,5.15,7,168.0
ORD02591,CUST0222,Platinum,UK,PROD008,Would,166.96,5.3,7,168.0
ORD02633,CUST0276,Silver,Canada,PROD008,Would,166.96,12.32,6,144.0
ORD02668,CUST0245,Platinum,Japan,PROD008,Would,166.96,4.0,4,96.0
ORD02676,CUST0226,Platinum,Vietnam,PROD008,Would,166.96,14.35,7,168.0
ORD02731,CUST0108,Silver,USA,PROD008,Would,166.96,11.89,4,96.0
ORD02766,CUST0226,Platinum,Vietnam,PROD008,Would,166.96,6.35,6,144.0
ORD02872,CUST0230,Silver,France,PROD008,Would,166.96,9.65,6,144.0
ORD02951,CUST0213,Gold,Vietnam,PROD008,Would,166.96,13.92,5,120.0
ORD02953,CUST0128,Bronze,Korea,PROD008,Would,166.96,14.34,6,144.0
ORD02973,CUST0261,Platinum,USA,PROD008,Would,166.96,12.73,1,24.0
ORD03047,CUST0082,Platinum,France,PROD008,Would,166.96,13.94,7,168.0
ORD03075,CUST0105,Bronze,Australia,PROD008,Would,166.96,11.93,6,144.0
ORD03137,CUST0071,Bronze,Japan,PROD008,Would,166.96,4.94,1,24.0
ORD03184,CUST0006,Bronze,Korea,PROD008,Would,166.96,14.72,3,72.0
ORD03232,CUST0153,Gold,Vietnam,PROD008,Would,166.96,13.85,5,120.0
ORD03258,CUST0253,Gold,UK,PROD008,Would,166.96,11.03,1,24.0
ORD03329,CUST0080,Platinum,Japan,PROD008,Would,166.96,14.25,7,168.0
ORD03331,CUST0092,Bronze,Korea,PROD008,Would,166.96,8.42,7,168.0
ORD03355,CUST0186,Bronze,Japan,PROD008,Would,166.96,14.7,1,24.0
ORD03356,CUST0163,Bronze,France,PROD008,Would,166.96,9.92,2,48.0
ORD03412,CUST0210,Gold,USA,PROD008,Would,166.96,10.72,3,72.0
ORD03468,CUST0025,Gold,Singapore,PROD008,Would,166.96,7.7,7,168.0
ORD03527,CUST0021,Platinum,Korea,PROD008,Would,166.96,6.65,2,48.0
ORD03732,CUST0078,Platinum,USA,PROD008,Would,166.96,4.89,2,48.0
ORD03736,CUST0022,Bronze,Vietnam,PROD008,Would,166.96,11.66,5,120.0
ORD03750,CUST0233,Platinum,UK,PROD008,Would,166.96,6.31,2,48.0
ORD03754,CUST0217,Platinum,UK,PROD008,Would,166.96,10.37,3,72.0
ORD03849,CUST0135,Platinum,UK,PROD008,Would,166.96,4.17,5,120.0
ORD03863,CUST0026,Silver,Singapore,PROD008,Would,166.96,10.36,1,24.0
ORD03900,CUST0066,Gold,Korea,PROD008,Would,166.96,9.69,6,144.0
ORD03938,CUST0075,Silver,France,PROD008,Would,166.96,12.79,1,24.0
ORD03964,CUST0290,Bronze,Vietnam,PROD008,Would,166.96,9.35,4,96.0
ORD03993,CUST0047,Gold,Japan,PROD008,Would,166.96,7.46,5,120.0
ORD04033,CUST0164,Platinum,USA,PROD008,Would,166.96,5.58,3,72.0
ORD04042,CUST0297,Bronze,Australia,PROD008,Would,166.96,6.33,1,24.0
ORD04065,CUST0078,Platinum,USA,PROD008,Would,166.96,7.61,1,24.0
ORD04152,CUST0213,Gold,Vietnam,PROD008,Would,166.96,12.32,3,72.0
ORD04364,CUST0093,Silver,Korea,PROD008,Would,166.96,4.69,5,120.0
ORD04367,CUST0112,Gold,Japan,PROD008,Would,166.96,11.79,3,72.0
ORD04397,CUST0210,Gold,USA,PROD008,Would,166.96,14.02,4,96.0
ORD04466,CUST0237,Platinum,Canada,PROD008,Would,166.96,9.97,3,72.0
ORD04503,CUST0275,Gold,Canada,PROD008,Would,166.96,3.98,7,168.0
ORD04527,CUST0178,Bronze,UK,PROD008,Would,166.96,7.56,1,24.0
ORD04547,CUST0252,Platinum,Vietnam,PROD008,Would,166.96,6.19,4,96.0
ORD04652,CUST0204,Bronze,Canada,PROD008,Would,166.96,3.73,1,24.0
ORD04711,CUST0263,Platinum,Vietnam,PROD008,Would,166.96,10.39,7,168.0
ORD04803,CUST0294,Bronze,UK,PROD008,Would,166.96,7.65,7,168.0
ORD04819,CUST0031,Platinum,France,PROD008,Would,166.96,13.62,5,120.0
ORD04850,CUST0277,Silver,Australia,PROD008,Would,166.96,5.16,5,120.0
ORD04889,CUST0148,Gold,Vietnam,PROD008,Would,166.96,5.36,6,144.0
ORD04955,CUST0276,Silver,Canada,PROD008,Would,166.96,8.66,4,96.0
ORD05013,CUST0154,Bronze,Singapore,PROD008,Would,166.96,5.45,1,24.0
ORD05098,CUST0047,Gold,Japan,PROD008,Would,166.96,3.2,5,120.0
ORD05116,CUST0236,Silver,Singapore,PROD008,Would,166.96,14.2,5,120.0
ORD05119,CUST0199,Silver,France,PROD008,Would,166.96,5.82,5,120.0
ORD05221,CUST0188,Silver,Australia,PROD008,Would,166.96,6.71,6,144.0
ORD05259,CUST0019,Gold,Germany,PROD008,Would,166.96,8.46,1,24.0
ORD05286,CUST0107,Gold,Canada,PROD008,Would,166.96,9.99,3,72.0
ORD05310,CUST0096,Silver,Vietnam,PROD008,Would,166.96,13.69,5,120.0
ORD05323,CUST0027,Bronze,USA,PROD008,Would,166.96,7.6,5,120.0
ORD05337,CUST0048,Silver,Japan,PROD008,Would,166.96,11.36,3,72.0
ORD05415,CUST0015,Silver,France,PROD008,Would,166.96,12.31,4,96.0
ORD05435,CUST0254,Bronze,Australia,PROD008,Would,166.96,13.52,2,48.0
ORD05463,CUST0141,Silver,Germany,PROD008,Would,166.96,5.67,7,168.0
ORD05552,CUST0249,Platinum,Japan,PROD008,Would,166.96,7.27,5,120.0
ORD05621,CUST0217,Platinum,UK,PROD008,Would,166.96,9.83,1,24.0
ORD05643,CUST0060,Gold,Vietnam,PROD008,Would,166.96,9.02,7,168.0
ORD05650,CUST0219,Gold,Singapore,PROD008,Would,166.96,9.96,6,144.0
ORD05720,CUST0149,Gold,Japan,PROD008,Would,166.96,8.29,7,168.0
ORD05765,CUST0180,Silver,Singapore,PROD008,Would,166.96,3.46,3,72.0
ORD05771,CUST0052,Silver,Germany,PROD008,Would,166.96,5.87,2,48.0
ORD05801,CUST0033,Gold,Germany,PROD008,Would,166.96,6.97,6,144.0
ORD05840,CUST0234,Bronze,Singapore,PROD008,Would,166.96,5.9,4,96.0
ORD05906,CUST0020,Gold,Singapore,PROD008,Would,166.96,9.5,6,144.0
ORD05918,CUST0070,Gold,Japan,PROD008,Would,166.96,10.88,4,96.0
ORD05928,CUST0047,Gold,Japan,PROD008,Would,166.96,11.83,6,144.0
ORD06054,CUST0266,Bronze,Canada,PROD008,Would,166.96,8.53,4,96.0
ORD06072,CUST0156,Silver,USA,PROD008,Would,166.96,9.7,7,168.0
ORD06201,CUST0149,Gold,Japan,PROD008,Would,166.96,7.19,5,120.0
ORD06210,CUST0080,Platinum,Japan,PROD008,Would,166.96,12.58,6,144.0
ORD06342,CUST0296,Silver,UK,PROD008,Would,166.96,13.99,4,96.0
ORD06441,CUST0221,Gold,France,PROD008,Would,166.96,7.93,6,144.0
ORD06454,CUST0268,Bronze,Australia,PROD008,Would,166.96,14.6,4,96.0
ORD06461,CUST0284,Silver,Germany,PROD008,Would,166.96,11.03,6,144.0
ORD06503,CUST0278,Bronze,Singapore,PROD008,Would,166.96,5.16,7,168.0
ORD06521,CUST0054,Bronze,USA,PROD008,Would,166.96,14.99,7,168.0
ORD06613,CUST0058,Platinum,Canada,PROD008,Would,166.96,6.71,1,24.0
ORD06637,CUST0088,Bronze,UK,PROD008,Would,166.96,13.66,1,24.0
ORD06668,CUST0100,Platinum,UK,PROD008,Would,166.96,13.04,3,72.0
ORD06731,CUST0170,Bronze,Vietnam,PROD008,Would,166.96,10.48,3,72.0
ORD06763,CUST0076,Silver,Korea,PROD008,Would,166.96,13.2,1,24.0
ORD06791,CUST0098,Silver,UK,PROD008,Would,166.96,12.13,2,48.0
ORD06820,CUST0274,Bronze,Australia,PROD008,Would,166.96,11.11,6,144.0
ORD06853,CUST0003,Silver,UK,PROD008,Would,166.96,14.11,5,120.0
ORD06858,CUST0014,Gold,Canada,PROD008,Would,166.96,13.08,2,48.0
